
 Number of clusters 13: 
 Points in cluster 1: 32970.000000 	31860.000000 	0.634359 	0.636108 	0.421008 	0.449941 	0.319427 	0.320985 	0.213351 	0.186167 	282.482482 	

56600.000000	55800.000000	0.681859	0.733778	0.440879	0.448865	0.365156	0.422882	0.240980	0.284913	267.119823	
57300.000000	59600.000000	0.660746	0.654443	0.432762	0.449254	0.342894	0.336382	0.227984	0.205189	277.016245	
55400.000000	57000.000000	0.697852	0.718715	0.455617	0.472551	0.382487	0.405699	0.242235	0.246164	260.155723	
56300.000000	57200.000000	0.621181	0.682995	0.439695	0.462386	0.303059	0.366374	0.181486	0.220609	273.029302	
57600.000000	58400.000000	0.644994	0.641019	0.385587	0.406347	0.326739	0.322724	0.259407	0.234672	276.523055	
 Points in cluster 3: 60428.571429 	62142.857143 	0.648872 	0.651924 	0.406940 	0.422674 	0.333781 	0.336068 	0.241932 	0.229249 	274.698663 	

60600.000000	61500.000000	0.545112	0.568283	0.373845	0.398427	0.233379	0.253641	0.171267	0.169856	270.029628	
59100.000000	61700.000000	0.614394	0.639351	0.437858	0.451425	0.296472	0.321047	0.176536	0.187925	282.086866	
59600.000000	61100.000000	0.698965	0.729035	0.403201	0.410711	0.383708	0.417433	0.295764	0.318324	297.000000	
63100.000000	64000.000000	0.642637	0.620890	0.410293	0.420041	0.324356	0.302774	0.232344	0.200848	273.001831	
60500.000000	62600.000000	0.694075	0.669783	0.430837	0.465235	0.378358	0.352336	0.263238	0.204548	250.008000	
59900.000000	61400.000000	0.743743	0.719690	0.398727	0.414924	0.434446	0.406800	0.345016	0.304766	271.361383	
60200.000000	62700.000000	0.603177	0.616434	0.393819	0.397958	0.285746	0.298444	0.209359	0.218476	279.402935	
 Points in cluster 4: 36350.000000 	35780.769231 	0.636755 	0.635489 	0.422715 	0.435092 	0.321884 	0.322119 	0.214040 	0.200397 	275.753951 	

36000.000000	34900.000000	0.649477	0.588919	0.485930	0.456841	0.331297	0.272396	0.163547	0.132079	291.042952	
35500.000000	34400.000000	0.601184	0.606408	0.411616	0.409500	0.283861	0.288815	0.189569	0.196909	280.257025	
37000.000000	35200.000000	0.643271	0.650411	0.390162	0.416424	0.324996	0.332251	0.253109	0.233987	275.029089	
37600.000000	36600.000000	0.555233	0.542622	0.423365	0.436185	0.242125	0.231252	0.131867	0.106437	273.045784	
36400.000000	34200.000000	0.574929	0.622521	0.415686	0.432509	0.259608	0.304368	0.159243	0.190013	294.006803	
36600.000000	35700.000000	0.576988	0.596575	0.351858	0.386021	0.261471	0.279525	0.225131	0.210554	275.147233	
33500.000000	36000.000000	0.736727	0.749027	0.471054	0.479101	0.426288	0.440641	0.265673	0.269926	244.165927	
37200.000000	36100.000000	0.646307	0.690802	0.405022	0.458343	0.328071	0.374797	0.241285	0.232459	271.184439	
37600.000000	37400.000000	0.481950	0.484071	0.357462	0.356519	0.182429	0.184038	0.124488	0.127552	294.083322	
38000.000000	36100.000000	0.642618	0.662637	0.399576	0.450423	0.324336	0.344859	0.243041	0.212214	296.285335	
35800.000000	36000.000000	0.639449	0.612193	0.361527	0.373587	0.321145	0.294351	0.277922	0.238606	267.226496	
37500.000000	37000.000000	0.534135	0.557934	0.433040	0.424946	0.224074	0.244487	0.101095	0.132988	284.028168	
36500.000000	35800.000000	0.617030	0.603483	0.451896	0.475238	0.299021	0.286036	0.165134	0.128246	286.085652	
37500.000000	37500.000000	0.631112	0.677199	0.411721	0.447058	0.312826	0.360183	0.219391	0.230141	288.444102	
36500.000000	35100.000000	0.608061	0.568308	0.386791	0.417163	0.290392	0.253664	0.221271	0.151145	272.183761	
36100.000000	35400.000000	0.733606	0.668721	0.457295	0.461004	0.422684	0.351221	0.276311	0.207717	270.312782	
34300.000000	35000.000000	0.765636	0.788961	0.457417	0.422625	0.460400	0.488879	0.308220	0.366336	273.221522	
36200.000000	35100.000000	0.713570	0.766331	0.457293	0.437502	0.399911	0.461235	0.256278	0.328828	285.063151	
35500.000000	36000.000000	0.676950	0.628080	0.460302	0.491266	0.359918	0.309827	0.216648	0.136814	258.000000	
35700.000000	36000.000000	0.639600	0.583453	0.409020	0.393156	0.321297	0.267364	0.230579	0.190297	268.315113	
37000.000000	36300.000000	0.664862	0.659041	0.431089	0.432292	0.347179	0.341126	0.233773	0.226749	268.186502	
36200.000000	35800.000000	0.674558	0.777427	0.431945	0.439616	0.357378	0.474688	0.242612	0.337810	270.066658	
36600.000000	36900.000000	0.606850	0.573372	0.415835	0.445970	0.289237	0.258204	0.191015	0.127402	252.126952	
38000.000000	36000.000000	0.719640	0.725323	0.447164	0.485973	0.406743	0.413193	0.272475	0.239350	282.086866	
35500.000000	35300.000000	0.672802	0.642246	0.435671	0.466793	0.355520	0.323961	0.237131	0.175453	282.007092	
34800.000000	34500.000000	0.549073	0.496650	0.430850	0.416339	0.236783	0.193727	0.118223	0.080311	268.000000	
 Points in cluster 5: 41568.115942 	41236.231884 	0.640030 	0.642233 	0.420679 	0.437308 	0.324540 	0.326721 	0.219351 	0.204925 	272.940656 	

39500.000000	42000.000000	0.771704	0.700678	0.419135	0.435335	0.467725	0.385591	0.352568	0.265343	256.070303	
40300.000000	40900.000000	0.663926	0.642666	0.418656	0.437847	0.346202	0.324385	0.245270	0.204819	289.172959	
41400.000000	42700.000000	0.635902	0.550086	0.382345	0.439720	0.317592	0.237657	0.253556	0.110366	264.189326	
42700.000000	42100.000000	0.593765	0.651175	0.404992	0.412450	0.276898	0.333031	0.188774	0.238725	270.007407	
41100.000000	41200.000000	0.558597	0.541668	0.422152	0.402176	0.245069	0.230439	0.136445	0.139492	275.045451	
41100.000000	41000.000000	0.652134	0.675889	0.422010	0.443270	0.334013	0.358791	0.230123	0.232619	288.015625	
42000.000000	41900.000000	0.583189	0.532705	0.411977	0.422291	0.267121	0.222876	0.171212	0.110414	294.027210	
42200.000000	41700.000000	0.658377	0.603598	0.434741	0.444697	0.340438	0.286145	0.223635	0.158901	278.404382	
42600.000000	41500.000000	0.705274	0.728558	0.380263	0.417175	0.390666	0.416886	0.325011	0.311383	284.212948	
41400.000000	42300.000000	0.649514	0.671619	0.424600	0.431912	0.331335	0.354272	0.224914	0.239707	272.148856	
40600.000000	41000.000000	0.583960	0.597880	0.436632	0.418405	0.267828	0.280749	0.147328	0.179475	276.001812	
43400.000000	40500.000000	0.604213	0.612239	0.428916	0.456406	0.286727	0.294396	0.175296	0.155832	272.045952	
42300.000000	41200.000000	0.744166	0.769724	0.433624	0.459771	0.434941	0.465329	0.310543	0.309954	276.065210	
41000.000000	40700.000000	0.597750	0.647153	0.455310	0.455846	0.280627	0.328930	0.142440	0.191307	300.239904	
41600.000000	41400.000000	0.675384	0.581896	0.420897	0.436726	0.358254	0.265938	0.254487	0.145170	292.061637	
41300.000000	41700.000000	0.616700	0.585998	0.410543	0.436198	0.298702	0.269700	0.206157	0.149799	260.001923	
40500.000000	42000.000000	0.602756	0.597665	0.373808	0.390546	0.285347	0.280547	0.228948	0.207119	273.016483	
42400.000000	41300.000000	0.552952	0.535538	0.402567	0.419527	0.240140	0.225253	0.150385	0.116011	271.149405	
41500.000000	39300.000000	0.626439	0.627308	0.394913	0.425809	0.308210	0.309066	0.231526	0.201499	293.083606	
40400.000000	40500.000000	0.690541	0.699965	0.421680	0.445429	0.374515	0.384806	0.268861	0.254536	272.148856	
41500.000000	40800.000000	0.625095	0.622545	0.411794	0.413289	0.306889	0.304391	0.213301	0.209256	275.147233	
41400.000000	41100.000000	0.659708	0.696873	0.399891	0.412756	0.341817	0.381415	0.259817	0.284117	299.107004	
43700.000000	40700.000000	0.579726	0.599158	0.358172	0.395829	0.263958	0.281950	0.221554	0.203329	271.265553	
42500.000000	41000.000000	0.694655	0.668455	0.416898	0.455409	0.378990	0.350941	0.277756	0.213046	288.043400	
40200.000000	40500.000000	0.566516	0.588339	0.374120	0.386313	0.252066	0.271860	0.192395	0.202027	290.248170	
40800.000000	40400.000000	0.518389	0.555210	0.375541	0.403772	0.211058	0.242106	0.142848	0.151438	271.414812	
41100.000000	40200.000000	0.517489	0.545524	0.348930	0.369726	0.210325	0.233732	0.168559	0.175799	282.255204	
42300.000000	41400.000000	0.657830	0.640296	0.428526	0.457669	0.339873	0.321997	0.229304	0.182627	280.401498	
41500.000000	40900.000000	0.528346	0.542412	0.375181	0.398856	0.219244	0.231072	0.153166	0.143556	258.379566	
42900.000000	41400.000000	0.608028	0.601676	0.393258	0.384268	0.290360	0.284325	0.214770	0.217408	268.119376	
42200.000000	42200.000000	0.631375	0.594411	0.447228	0.424775	0.313087	0.277501	0.184147	0.169636	272.066168	
41000.000000	41200.000000	0.630076	0.716882	0.412294	0.422540	0.311800	0.403631	0.217782	0.294342	267.187200	
41500.000000	42500.000000	0.564223	0.603993	0.444905	0.457175	0.250029	0.286519	0.119318	0.146817	292.207118	
41800.000000	41800.000000	0.634352	0.688160	0.461750	0.444868	0.316046	0.371936	0.172602	0.243291	268.046638	
41100.000000	40100.000000	0.664294	0.702715	0.426177	0.434486	0.346585	0.387836	0.238117	0.268228	264.121184	
41700.000000	41400.000000	0.803583	0.767747	0.473929	0.468873	0.507167	0.462941	0.329654	0.298874	276.305990	
40600.000000	40400.000000	0.688898	0.710940	0.458164	0.472181	0.372735	0.396968	0.230734	0.238759	252.335095	
42600.000000	41300.000000	0.652919	0.603675	0.481309	0.522615	0.334818	0.286218	0.171610	0.081060	274.308221	
42100.000000	42200.000000	0.666780	0.636590	0.458714	0.457987	0.349185	0.318280	0.208066	0.178603	260.232588	
40700.000000	41100.000000	0.720770	0.588180	0.452170	0.451025	0.408022	0.271713	0.268600	0.137156	269.029738	
42600.000000	40300.000000	0.686981	0.691855	0.486821	0.527667	0.370663	0.375941	0.200160	0.164188	260.192237	
42000.000000	41300.000000	0.696720	0.649310	0.427820	0.439806	0.381247	0.331126	0.268900	0.209504	263.007604	
43200.000000	41600.000000	0.606625	0.629114	0.395631	0.437565	0.289022	0.310848	0.210995	0.191549	257.280003	
42200.000000	41700.000000	0.628794	0.646105	0.385678	0.402552	0.310532	0.327865	0.243115	0.243553	277.405840	
42300.000000	41700.000000	0.721601	0.723120	0.424025	0.430462	0.408963	0.410686	0.297575	0.292658	277.180447	
40600.000000	40800.000000	0.512603	0.507846	0.389168	0.412361	0.206372	0.202560	0.123435	0.095485	278.064741	
42000.000000	41600.000000	0.699852	0.627571	0.365598	0.366150	0.384682	0.309326	0.334254	0.261421	265.030187	
42600.000000	41400.000000	0.631381	0.595031	0.425065	0.437128	0.313093	0.278080	0.206316	0.157904	269.313943	
40400.000000	40500.000000	0.664407	0.637244	0.441445	0.483802	0.346704	0.318935	0.222963	0.153442	266.046988	
41400.000000	40500.000000	0.687861	0.716511	0.405197	0.412688	0.371613	0.403214	0.282664	0.303823	258.048445	
40400.000000	41800.000000	0.654873	0.634751	0.354711	0.379377	0.336825	0.316443	0.300162	0.255374	263.153947	
42400.000000	41300.000000	0.571038	0.656086	0.420963	0.421244	0.256106	0.338074	0.150075	0.234843	258.069758	
41900.000000	41500.000000	0.699259	0.723841	0.424763	0.433018	0.384031	0.411506	0.274496	0.290823	285.343652	
41900.000000	42400.000000	0.632110	0.649085	0.415660	0.440074	0.313816	0.330897	0.216450	0.209011	272.148856	
41800.000000	41400.000000	0.593501	0.592686	0.446374	0.470243	0.276651	0.275892	0.147127	0.122443	266.016917	
41900.000000	41200.000000	0.568349	0.614558	0.447542	0.468764	0.253700	0.296630	0.120808	0.145794	272.183761	
40900.000000	40300.000000	0.685576	0.678249	0.456345	0.472617	0.369148	0.361300	0.229231	0.205632	256.095685	
41900.000000	41800.000000	0.666154	0.710889	0.399505	0.439927	0.348529	0.396912	0.266649	0.270962	288.062493	
40900.000000	42400.000000	0.702126	0.741353	0.464601	0.499456	0.387186	0.431658	0.237525	0.241897	276.219116	
40200.000000	40700.000000	0.565788	0.597104	0.371431	0.402400	0.251418	0.280021	0.194357	0.194705	263.190045	
42200.000000	40300.000000	0.656669	0.737701	0.418550	0.444875	0.338675	0.427416	0.238119	0.292826	268.151077	
40000.000000	41000.000000	0.680634	0.675550	0.445098	0.449805	0.363846	0.358431	0.235536	0.225746	265.047166	
40500.000000	40600.000000	0.636506	0.652374	0.463419	0.445958	0.318196	0.334259	0.173087	0.206416	279.402935	
41400.000000	42200.000000	0.688116	0.680217	0.456381	0.479573	0.371889	0.363400	0.231735	0.200644	274.029196	
40800.000000	40400.000000	0.701645	0.674360	0.436003	0.469057	0.386656	0.357169	0.265642	0.205303	254.159399	
42000.000000	39800.000000	0.645828	0.682965	0.464257	0.448099	0.327585	0.366342	0.181571	0.234866	272.310485	
41900.000000	42400.000000	0.550920	0.660993	0.436552	0.470647	0.238379	0.343150	0.114368	0.190347	267.067407	
42600.000000	41100.000000	0.668512	0.657609	0.434523	0.483672	0.351000	0.339645	0.233989	0.173936	266.092089	
40800.000000	41800.000000	0.677359	0.642208	0.425045	0.439293	0.360352	0.323922	0.252313	0.202915	277.259806	
 Points in cluster 6: 39234.285714 	38897.142857 	0.627770 	0.643587 	0.419019 	0.436425 	0.315167 	0.328743 	0.208751 	0.207162 	275.731790 	

38100.000000	37400.000000	0.602907	0.602883	0.409964	0.413207	0.285489	0.285467	0.192943	0.189676	292.001712	
39800.000000	39700.000000	0.677965	0.730003	0.411796	0.432373	0.360998	0.418543	0.266169	0.297630	281.455147	
39000.000000	36700.000000	0.659811	0.689742	0.448013	0.461144	0.341924	0.373648	0.211799	0.228597	276.001812	
40200.000000	39900.000000	0.700033	0.641788	0.441584	0.480638	0.384881	0.323499	0.258448	0.161150	259.001930	
39800.000000	40100.000000	0.702847	0.732054	0.459348	0.472039	0.387981	0.420897	0.243498	0.260015	300.006667	
38500.000000	39800.000000	0.708148	0.681750	0.425879	0.467018	0.393857	0.365039	0.282269	0.214731	268.016791	
38400.000000	37500.000000	0.719593	0.560583	0.409643	0.405036	0.406690	0.246814	0.309950	0.155547	276.305990	
39900.000000	39900.000000	0.709400	0.721758	0.399278	0.395365	0.395250	0.409141	0.310122	0.326392	302.059597	
40400.000000	39900.000000	0.553465	0.556328	0.375295	0.390561	0.240586	0.243081	0.178170	0.165767	274.116763	
40000.000000	39900.000000	0.773969	0.738647	0.472563	0.466271	0.470475	0.428513	0.301406	0.272377	262.230814	
39600.000000	39300.000000	0.543232	0.617190	0.413786	0.442425	0.231772	0.299176	0.129446	0.174764	293.138193	
38700.000000	38600.000000	0.626212	0.636551	0.423661	0.457996	0.307987	0.318241	0.202551	0.178554	279.114672	
37700.000000	37900.000000	0.620704	0.625844	0.367274	0.366071	0.302593	0.307625	0.253430	0.259773	299.001672	
38400.000000	39000.000000	0.497213	0.680737	0.399421	0.441666	0.194167	0.363955	0.097792	0.239071	274.089401	
38700.000000	38800.000000	0.576785	0.577663	0.388571	0.388125	0.261287	0.262083	0.188214	0.189538	293.170599	
38800.000000	38200.000000	0.748855	0.694281	0.432742	0.449565	0.440439	0.378582	0.316114	0.244716	281.113856	
39000.000000	37500.000000	0.582565	0.617148	0.383499	0.416607	0.266550	0.299136	0.199066	0.200541	258.379566	
38500.000000	39500.000000	0.641018	0.647499	0.434576	0.459894	0.322723	0.329282	0.206442	0.187605	265.271559	
37600.000000	37900.000000	0.585216	0.651173	0.394908	0.418737	0.268981	0.333030	0.190308	0.232436	258.124001	
38800.000000	38000.000000	0.477410	0.533082	0.468847	0.436502	0.179009	0.223191	0.008564	0.096580	274.220714	
40100.000000	39100.000000	0.531728	0.573359	0.377008	0.383783	0.222059	0.258192	0.154720	0.189576	289.084763	
38900.000000	38600.000000	0.723065	0.752382	0.402737	0.435720	0.410624	0.444597	0.320327	0.316662	261.122577	
40400.000000	39900.000000	0.489001	0.532663	0.428292	0.457868	0.187806	0.222841	0.060709	0.074795	266.067661	
39500.000000	39100.000000	0.712606	0.649346	0.383907	0.410397	0.398831	0.331163	0.328699	0.238948	279.114672	
39200.000000	39000.000000	0.654772	0.681860	0.435710	0.444990	0.336721	0.365158	0.219062	0.236871	274.065686	
39400.000000	39400.000000	0.623725	0.668438	0.409096	0.422700	0.305546	0.350923	0.214629	0.245738	283.176623	
39600.000000	38600.000000	0.716148	0.753271	0.462165	0.503994	0.402806	0.445648	0.253983	0.249277	274.410277	
39900.000000	38100.000000	0.589455	0.598221	0.449655	0.493338	0.272892	0.281069	0.139799	0.104883	272.029410	
40200.000000	39000.000000	0.731812	0.700253	0.432155	0.448915	0.420619	0.385124	0.299657	0.251339	264.153365	
40000.000000	38300.000000	0.493659	0.546023	0.421094	0.446055	0.191401	0.234159	0.072565	0.099968	270.223981	
40000.000000	39500.000000	0.519093	0.570344	0.390318	0.414162	0.211631	0.255484	0.128775	0.156182	271.046122	
39600.000000	39200.000000	0.659008	0.635052	0.437325	0.431922	0.341092	0.316744	0.221683	0.203130	264.068173	
38400.000000	38600.000000	0.523057	0.575134	0.418942	0.435796	0.214876	0.259793	0.104115	0.139338	280.144606	
39000.000000	39100.000000	0.725262	0.746884	0.442369	0.468230	0.413123	0.438123	0.282893	0.278654	272.066168	
39100.000000	40400.000000	0.572212	0.605603	0.414227	0.415765	0.257160	0.288048	0.157985	0.189838	263.017110	
 Points in cluster 7: 43363.013699 	43458.904110 	0.645330 	0.651718 	0.414537 	0.431663 	0.330178 	0.337047 	0.230793 	0.220056 	274.325296 	

43700.000000	42400.000000	0.602212	0.594557	0.411172	0.414280	0.284832	0.277637	0.191040	0.180277	269.046464	
42600.000000	43700.000000	0.536896	0.595200	0.381356	0.395743	0.226397	0.278237	0.155540	0.199457	282.028367	
43000.000000	42700.000000	0.635236	0.763812	0.427652	0.450282	0.316927	0.458208	0.207584	0.313530	284.086255	
44200.000000	44600.000000	0.647364	0.591580	0.417051	0.427952	0.329144	0.274863	0.230313	0.163628	285.296337	
42700.000000	44600.000000	0.620159	0.604399	0.423219	0.420857	0.302062	0.286905	0.196940	0.183542	269.118933	
43900.000000	44200.000000	0.643847	0.696082	0.430568	0.480679	0.325578	0.380549	0.213279	0.215403	290.043100	
43500.000000	42600.000000	0.703518	0.676968	0.415988	0.445277	0.388723	0.359936	0.287530	0.231691	279.064509	
42500.000000	42600.000000	0.621986	0.600641	0.419051	0.439085	0.303844	0.283348	0.202935	0.161557	268.046638	
44100.000000	43300.000000	0.712895	0.718441	0.422579	0.439187	0.399154	0.405389	0.290316	0.279254	285.001754	
43500.000000	42900.000000	0.668023	0.606821	0.404312	0.409907	0.350488	0.289209	0.263711	0.196914	267.226496	
43700.000000	43900.000000	0.681651	0.683073	0.391478	0.405920	0.364933	0.366457	0.290173	0.277153	280.044639	
42700.000000	44400.000000	0.690589	0.722646	0.467443	0.463348	0.374567	0.410148	0.223146	0.259298	269.029738	
44600.000000	43200.000000	0.586493	0.585962	0.402825	0.427584	0.270156	0.269668	0.183668	0.158378	251.071703	
43400.000000	44500.000000	0.675079	0.679583	0.411192	0.426566	0.357931	0.362723	0.263887	0.253017	280.257025	
42100.000000	43000.000000	0.741668	0.699014	0.441100	0.439513	0.432025	0.383761	0.300568	0.259500	290.062062	
42900.000000	44100.000000	0.675708	0.643750	0.374619	0.395896	0.358598	0.325480	0.301089	0.247854	284.112654	
43700.000000	43200.000000	0.574210	0.610029	0.322506	0.340896	0.258959	0.292274	0.251704	0.269133	265.188612	
42800.000000	44800.000000	0.663840	0.618024	0.406273	0.416719	0.346112	0.299985	0.257567	0.201304	295.083039	
42800.000000	43200.000000	0.582667	0.636481	0.351537	0.387548	0.266644	0.318171	0.231131	0.248933	264.047344	
43700.000000	43200.000000	0.494966	0.507854	0.384957	0.407925	0.192416	0.202566	0.110010	0.099929	296.001689	
44900.000000	43100.000000	0.637215	0.666417	0.380194	0.409647	0.318905	0.348805	0.257021	0.256770	277.218326	
44200.000000	44500.000000	0.728348	0.750248	0.437705	0.438772	0.416647	0.442079	0.290643	0.311476	276.181100	
42600.000000	42800.000000	0.704824	0.664360	0.387471	0.403471	0.390167	0.346654	0.317352	0.260889	285.001754	
